commit_hash,actor,branch,commit_message,event_type,files_changed,lines_added,lines_deleted,lines_changed,execution_time_seg,test_duration_sec,build_duration_sec,failed_job_name,failed_steps_count,log_category,dia_semana,hora_dia,is_weekend,is_hotfix_branch,is_feature_branch,is_main_branch,has_docker_change,has_db_change,has_api_change,has_frontend_change,has_login_change,has_dependency_change,has_env_change,has_migration_change,commit_action,commit_scope,risk_score_synthetic,status
d141efc6,carlos_dev,main,merge environment module,pull_request,7,641,137,778,596,293,229,quality-and-testing,4,timeout,4,20,0,0,0,1,0,0,0,0,0,0,1,0,merge,environment,0.5961,failure
2c7a07f1,junior_juan,main,remove api module,push,15,180,277,457,437,177,234,quality-and-testing,3,test,3,16,0,0,0,1,0,0,1,0,0,0,0,0,remove,api,0.7029,failure
a6d428b7,carlos_dev,hotfix/urgente,merge login module,pull_request,21,551,101,652,363,259,73,security-and-build,4,dependency,4,18,0,1,0,0,0,0,0,0,1,0,0,0,merge,login,0.9200,failure
677a3bdb,anndrew492,hotfix/urgente,refactor api module,pull_request,11,361,231,592,421,156,229,security-and-build,2,dependency,3,10,0,1,0,0,0,0,1,0,0,0,0,0,refactor,api,0.6178,failure
05bf7388,junior_juan,main,rollback api module,pull_request,15,115,170,285,403,106,225,quality-and-testing,5,database,5,10,0,0,0,1,0,0,1,0,0,0,0,0,rollback,api,0.5015,failure
2daaca9e,anndrew492,feature/api,rollback docker module,pull_request,16,522,328,850,494,158,302,security-and-build,4,docker,6,11,1,0,1,0,1,0,0,0,0,0,0,0,rollback,docker,0.8400,failure
20690210,anndrew492,feature/api,add environment module,push,15,566,202,768,444,131,253,quality-and-testing,2,timeout,7,9,1,0,1,0,0,0,0,0,0,0,1,0,add,environment,0.6826,failure
65139441,maria_backend,hotfix/urgente,merge dashboard module,push,7,102,336,438,255,168,55,quality-and-testing,4,timeout,6,18,1,1,0,0,0,0,0,1,0,0,0,0,merge,dashboard,0.4667,failure
0c452c95,carlos_dev,feature/dashboard,fix billing module,push,10,418,63,481,424,195,189,none,0,none,7,5,1,0,1,0,0,0,0,0,0,0,0,0,fix,billing,0.3868,success
89d1b9c1,carlos_dev,hotfix/urgente,remove dashboard module,push,15,345,174,519,528,176,304,security-and-build,1,timeout,2,13,0,1,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.6785,failure
6600a3c7,maria_backend,feature/dashboard,update api module,pull_request,14,552,200,752,370,106,237,security-and-build,5,docker,4,21,0,0,1,0,0,0,1,0,0,0,0,0,update,api,0.6508,failure
291bc58d,carlos_dev,release/v1,update docker module,pull_request,14,537,328,865,519,218,238,security-and-build,4,docker,1,7,0,0,0,0,1,0,0,0,0,0,0,0,update,docker,0.6435,failure
5acc962b,carlos_dev,feature/pagos,add security module,pull_request,18,616,35,651,568,215,265,none,0,none,4,5,0,0,1,0,0,0,0,0,0,0,0,0,add,security,0.2539,success
955591cd,anndrew492,feature/pagos,merge docker module,pull_request,1,527,345,872,507,239,195,security-and-build,3,docker,1,13,0,0,1,0,1,0,0,0,0,0,0,0,merge,docker,0.5026,failure
056f7d95,carlos_dev,hotfix/urgente,fix auth module,push,9,126,278,404,330,189,87,quality-and-testing,4,timeout,1,5,0,1,0,0,0,0,0,0,1,0,0,0,fix,auth,0.7923,failure
f15f7cc2,maria_backend,ci/cd-proyecto,remove environment module,pull_request,4,440,281,721,379,77,280,security-and-build,5,dependency,2,8,0,0,0,0,0,0,0,0,0,0,1,0,remove,environment,0.5069,failure
6643cd24,junior_juan,release/v1,rollback dependencies module,push,6,396,165,561,629,244,316,security-and-build,4,dependency,4,5,0,0,0,0,0,0,0,0,0,1,0,0,rollback,dependencies,0.6597,failure
2d507174,carlos_dev,hotfix/urgente,merge tests module,push,21,300,248,548,659,342,227,quality-and-testing,3,timeout,5,10,0,1,0,0,0,0,0,0,0,0,0,0,merge,tests,0.5795,failure
4081de17,carlos_dev,hotfix/urgente,rollback login module,push,16,418,323,741,344,174,137,quality-and-testing,5,syntax,3,11,0,1,0,0,0,0,0,0,1,0,0,0,rollback,login,0.9200,failure
4b62084d,maria_backend,feature/pagos,update api module,push,5,547,278,825,602,219,320,security-and-build,3,timeout,7,6,1,0,1,0,0,0,1,0,0,0,0,0,update,api,0.5113,failure
7428aaff,junior_juan,main,add docker module,push,3,390,198,588,479,72,330,security-and-build,2,docker,1,3,0,0,0,1,1,0,0,0,0,0,0,0,add,docker,0.6251,failure
0927826c,junior_juan,main,fix migration module,push,9,242,273,515,538,337,175,quality-and-testing,2,database,5,19,0,0,0,1,0,0,0,0,0,0,0,1,fix,migration,0.7593,failure
9104e5d8,maria_backend,ci/cd-proyecto,fix login module,push,15,302,98,400,367,115,177,security-and-build,4,docker,1,14,0,0,0,0,0,0,0,0,1,0,0,0,fix,login,0.4580,failure
72719bd4,maria_backend,release/v1,merge database module,pull_request,13,365,285,650,530,251,209,quality-and-testing,4,database,7,2,1,0,0,0,0,1,0,0,0,0,0,0,merge,database,0.6926,failure
13df95e1,anndrew492,release/v1,merge api module,pull_request,11,42,191,233,311,175,79,none,0,none,5,15,0,0,0,0,0,0,1,0,0,0,0,0,merge,api,0.2399,success
808f5fc2,anndrew492,main,remove api module,push,3,106,342,448,354,23,246,security-and-build,5,dependency,6,8,1,0,0,1,0,0,1,0,0,0,0,0,remove,api,0.6327,failure
63a3f9e1,junior_juan,feature/pagos,remove security module,push,6,313,137,450,277,220,39,none,0,none,6,17,1,0,1,0,0,0,0,0,0,0,0,0,remove,security,0.1650,success
b82658b6,junior_juan,feature/api,merge migration module,pull_request,4,353,83,436,566,262,254,none,0,none,7,3,1,0,1,0,0,0,0,0,0,0,0,1,merge,migration,0.3576,success
c63e1c3b,anndrew492,ci/cd-proyecto,merge tests module,pull_request,15,547,150,697,493,156,305,none,0,none,1,5,0,0,0,0,0,0,0,0,0,0,0,0,merge,tests,0.2900,success
b2778b98,junior_juan,feature/pagos,rollback login module,push,2,310,318,628,384,264,83,quality-and-testing,3,test,1,9,0,0,1,0,0,0,0,0,1,0,0,0,rollback,login,0.6320,failure
30695688,anndrew492,ci/cd-proyecto,refactor auth module,pull_request,3,17,332,349,473,215,225,none,0,none,6,9,1,0,0,0,0,0,0,0,1,0,0,0,refactor,auth,0.3013,success
1fe0393b,anndrew492,hotfix/urgente,rollback dependencies module,pull_request,16,457,113,570,586,240,285,security-and-build,3,dependency,6,15,1,1,0,0,0,0,0,0,0,1,0,0,rollback,dependencies,0.9200,failure
9e917d62,junior_juan,feature/dashboard,refactor environment module,pull_request,11,409,350,759,516,182,301,quality-and-testing,4,test,4,10,0,0,1,0,0,0,0,0,0,0,1,0,refactor,environment,0.6305,failure
f437faea,anndrew492,feature/pagos,add database module,push,16,381,272,653,451,144,223,quality-and-testing,3,database,3,3,0,0,1,0,0,1,0,0,0,0,0,0,add,database,0.7734,failure
f5028f3f,maria_backend,hotfix/urgente,add login module,pull_request,20,7,105,112,465,154,236,quality-and-testing,3,syntax,7,0,1,1,0,0,0,0,0,0,1,0,0,0,add,login,0.7361,failure
f6ce7bef,maria_backend,release/v1,refactor database module,pull_request,21,280,79,359,537,299,178,quality-and-testing,3,database,7,3,1,0,0,0,0,1,0,0,0,0,0,0,refactor,database,0.6187,failure
f453cbef,anndrew492,main,remove environment module,push,10,68,198,266,388,186,121,quality-and-testing,5,test,7,4,1,0,0,1,0,0,0,0,0,0,1,0,remove,environment,0.7962,failure
59a964b6,carlos_dev,ci/cd-proyecto,refactor frontend module,pull_request,10,523,54,577,508,233,208,none,0,none,1,15,0,0,0,0,0,0,0,1,0,0,0,0,refactor,frontend,0.0997,success
e7045295,maria_backend,release/v1,merge tests module,push,15,648,275,923,573,274,255,security-and-build,2,timeout,5,6,0,0,0,0,0,0,0,0,0,0,0,0,merge,tests,0.5363,failure
dcc30ec4,junior_juan,main,merge security module,pull_request,2,9,13,22,238,32,189,none,0,none,3,19,0,0,0,1,0,0,0,0,0,0,0,0,merge,security,0.0300,success
f4a18d9e,anndrew492,feature/pagos,merge environment module,pull_request,15,268,265,533,441,238,185,security-and-build,1,timeout,3,20,0,0,1,0,0,0,0,0,0,0,1,0,merge,environment,0.4662,failure
5d4418ea,junior_juan,feature/api,fix database module,push,18,195,232,427,249,210,26,quality-and-testing,4,database,5,12,0,0,1,0,0,1,0,0,0,0,0,0,fix,database,0.5454,failure
1a516567,anndrew492,main,rollback environment module,pull_request,15,467,209,676,374,208,136,security-and-build,4,dependency,1,12,0,0,0,1,0,0,0,0,0,0,1,0,rollback,environment,0.7412,failure
973e59a0,junior_juan,hotfix/urgente,remove dashboard module,push,22,352,133,485,347,192,132,security-and-build,1,dependency,7,8,1,1,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.6135,failure
3ffb0765,junior_juan,feature/dashboard,update docker module,pull_request,10,631,148,779,728,253,389,security-and-build,3,docker,2,5,0,0,1,0,1,0,0,0,0,0,0,0,update,docker,0.5243,failure
c2af3ad4,anndrew492,release/v1,rollback dashboard module,pull_request,18,32,119,151,193,74,56,none,0,none,7,9,1,0,0,0,0,0,0,1,0,0,0,0,rollback,dashboard,0.3249,success
0d2063e0,junior_juan,feature/pagos,update auth module,push,11,116,169,285,260,132,43,quality-and-testing,1,runtime,7,0,1,0,1,0,0,0,0,0,1,0,0,0,update,auth,0.4713,failure
cf3bde01,junior_juan,feature/api,update billing module,pull_request,1,315,324,639,542,252,272,none,0,none,4,5,0,0,1,0,0,0,0,0,0,0,0,0,update,billing,0.0742,success
a4f0d0cd,anndrew492,ci/cd-proyecto,rollback migration module,push,2,308,158,466,454,202,167,quality-and-testing,4,database,7,13,1,0,0,0,0,0,0,0,0,0,0,1,rollback,migration,0.6189,failure
952e0dfd,anndrew492,hotfix/urgente,merge database module,pull_request,20,78,220,298,548,297,166,quality-and-testing,5,database,5,12,0,1,0,0,0,1,0,0,0,0,0,0,merge,database,0.5444,failure
22680027,anndrew492,feature/api,add environment module,pull_request,9,532,271,803,438,292,137,security-and-build,2,dependency,2,14,0,0,1,0,0,0,0,0,0,0,1,0,add,environment,0.5841,failure
3f267910,anndrew492,feature/api,refactor api module,pull_request,9,176,54,230,525,200,258,none,0,none,3,23,0,0,1,0,0,0,1,0,0,0,0,0,refactor,api,0.1790,success
f65a35d6,carlos_dev,feature/api,add migration module,push,17,566,24,590,507,187,248,quality-and-testing,3,database,5,21,0,0,1,0,0,0,0,0,0,0,0,1,add,migration,0.5573,failure
8fb5d28d,maria_backend,release/v1,remove docker module,pull_request,18,574,350,924,598,136,425,security-and-build,2,docker,3,4,0,0,0,0,1,0,0,0,0,0,0,0,remove,docker,0.8628,failure
21543ab1,junior_juan,release/v1,update api module,push,1,153,202,355,225,17,185,none,0,none,1,13,0,0,0,0,0,0,1,0,0,0,0,0,update,api,0.2642,success
d10832ff,carlos_dev,main,merge database module,push,3,281,215,496,271,152,51,quality-and-testing,5,database,3,12,0,0,0,1,0,1,0,0,0,0,0,0,merge,database,0.6225,failure
2ca90fb9,maria_backend,hotfix/urgente,rollback dashboard module,pull_request,24,115,140,255,472,181,252,security-and-build,5,security,6,15,1,1,0,0,0,0,0,1,0,0,0,0,rollback,dashboard,0.4882,failure
55ef3750,junior_juan,feature/dashboard,add dependencies module,push,13,551,352,903,746,285,398,security-and-build,4,dependency,3,12,0,0,1,0,0,0,0,0,0,1,0,0,add,dependencies,0.8593,failure
523bfe56,anndrew492,feature/pagos,rollback docker module,push,18,128,297,425,410,66,329,security-and-build,2,docker,6,12,1,0,1,0,1,0,0,0,0,0,0,0,rollback,docker,0.6453,failure
ed0385d5,maria_backend,feature/pagos,remove frontend module,push,3,236,54,290,119,26,28,none,0,none,4,12,0,0,1,0,0,0,0,1,0,0,0,0,remove,frontend,0.1676,success
e2f928bb,carlos_dev,main,update docker module,pull_request,3,303,157,460,500,170,260,none,0,none,5,18,0,0,0,1,1,0,0,0,0,0,0,0,update,docker,0.2350,success
7001a6ff,carlos_dev,feature/dashboard,fix tests module,push,13,236,59,295,264,85,135,none,0,none,1,3,0,0,1,0,0,0,0,0,0,0,0,0,fix,tests,0.1147,success
88293a35,carlos_dev,hotfix/urgente,refactor database module,pull_request,24,248,127,375,341,154,149,quality-and-testing,2,database,5,19,0,1,0,0,0,1,0,0,0,0,0,0,refactor,database,0.7126,failure
025d89f4,junior_juan,feature/dashboard,refactor dashboard module,push,11,163,82,245,275,183,69,none,0,none,2,21,0,0,1,0,0,0,0,1,0,0,0,0,refactor,dashboard,0.0300,success
10f6ad35,junior_juan,hotfix/urgente,update billing module,pull_request,7,596,46,642,529,221,272,security-and-build,5,timeout,5,23,0,1,0,0,0,0,0,0,0,0,0,0,update,billing,0.4571,failure
624b6ee1,maria_backend,release/v1,merge migration module,pull_request,8,628,153,781,680,351,269,quality-and-testing,5,database,5,14,0,0,0,0,0,0,0,0,0,0,0,1,merge,migration,0.6461,failure
df126b5b,anndrew492,release/v1,merge login module,push,4,452,328,780,584,264,270,security-and-build,4,timeout,7,8,1,0,0,0,0,0,0,0,1,0,0,0,merge,login,0.5823,failure
fafa8c8f,carlos_dev,hotfix/urgente,merge dashboard module,pull_request,16,550,348,898,621,333,233,quality-and-testing,1,timeout,4,21,0,1,0,0,0,0,0,1,0,0,0,0,merge,dashboard,0.6776,failure
8a44255f,maria_backend,main,merge docker module,push,7,364,202,566,363,133,217,security-and-build,5,docker,1,13,0,0,0,1,1,0,0,0,0,0,0,0,merge,docker,0.7387,failure
bcc8f998,carlos_dev,release/v1,remove auth module,pull_request,7,647,121,768,405,262,127,telemetry-dispatch,2,timeout,3,16,0,0,0,0,0,0,0,0,1,0,0,0,remove,auth,0.5532,failure
9eb44b50,carlos_dev,feature/pagos,merge billing module,pull_request,14,182,290,472,307,137,159,none,0,none,3,15,0,0,1,0,0,0,0,0,0,0,0,0,merge,billing,0.0300,success
224866a5,junior_juan,main,add environment module,push,1,86,234,320,402,59,260,telemetry-dispatch,3,env,4,8,0,0,0,1,0,0,0,0,0,0,1,0,add,environment,0.5745,failure
2c0cef57,carlos_dev,feature/pagos,refactor docker module,pull_request,9,199,5,204,636,203,354,none,0,none,3,14,0,0,1,0,1,0,0,0,0,0,0,0,refactor,docker,0.1407,success
29d2da4f,junior_juan,ci/cd-proyecto,update auth module,pull_request,13,616,233,849,326,176,129,security-and-build,3,env,1,4,0,0,0,0,0,0,0,0,1,0,0,0,update,auth,0.5224,failure
26330a47,junior_juan,feature/api,merge api module,push,11,94,89,183,367,99,246,none,0,none,3,17,0,0,1,0,0,0,1,0,0,0,0,0,merge,api,0.3660,success
f67ee3f3,carlos_dev,main,rollback security module,pull_request,7,315,166,481,282,148,64,none,0,none,7,16,1,0,0,1,0,0,0,0,0,0,0,0,rollback,security,0.1418,success
13b33f87,anndrew492,hotfix/urgente,add api module,pull_request,17,636,245,881,548,259,216,telemetry-dispatch,5,timeout,4,14,0,1,0,0,0,0,1,0,0,0,0,0,add,api,0.9200,failure
9ca8e6f2,maria_backend,hotfix/urgente,remove migration module,pull_request,11,616,98,714,541,372,137,quality-and-testing,5,database,4,1,0,1,0,0,0,0,0,0,0,0,0,1,remove,migration,0.9200,failure
53b303b9,carlos_dev,feature/pagos,add billing module,push,6,481,252,733,313,122,159,none,0,none,5,8,0,0,1,0,0,0,0,0,0,0,0,0,add,billing,0.2500,success
4a4d030a,maria_backend,main,remove docker module,pull_request,6,355,23,378,390,26,310,security-and-build,2,docker,6,4,1,0,0,1,1,0,0,0,0,0,0,0,remove,docker,0.5419,failure
9406e71b,carlos_dev,release/v1,update environment module,pull_request,7,153,235,388,254,54,114,none,0,none,3,1,0,0,0,0,0,0,0,0,0,0,1,0,update,environment,0.3806,success
5ae5b909,junior_juan,ci/cd-proyecto,refactor billing module,pull_request,4,478,28,506,577,172,326,none,0,none,7,5,1,0,0,0,0,0,0,0,0,0,0,0,refactor,billing,0.2045,success
fb100a6b,anndrew492,hotfix/urgente,remove security module,push,16,593,142,735,537,231,239,security-and-build,5,security,5,22,0,1,0,0,0,0,0,0,0,0,0,0,remove,security,0.6821,failure
86a34a4e,carlos_dev,feature/dashboard,refactor dependencies module,push,8,227,241,468,244,59,165,security-and-build,1,dependency,6,5,1,0,1,0,0,0,0,0,0,1,0,0,refactor,dependencies,0.6194,failure
6740ba35,junior_juan,release/v1,remove login module,push,14,169,259,428,286,58,211,security-and-build,5,security,7,20,1,0,0,0,0,0,0,0,1,0,0,0,remove,login,0.7552,failure
e00bde03,anndrew492,hotfix/urgente,remove environment module,push,6,611,265,876,268,76,181,security-and-build,5,security,6,23,1,1,0,0,0,0,0,0,0,0,1,0,remove,environment,0.9200,failure
fa7f6cfa,carlos_dev,feature/api,add api module,pull_request,7,420,331,751,558,250,289,telemetry-dispatch,2,timeout,4,8,0,0,1,0,0,0,1,0,0,0,0,0,add,api,0.4526,failure
64cdb8fd,maria_backend,feature/pagos,update environment module,push,6,194,181,375,247,67,113,none,0,none,5,10,0,0,1,0,0,0,0,0,0,0,1,0,update,environment,0.3705,success
76bf71d0,anndrew492,ci/cd-proyecto,merge dependencies module,push,4,636,70,706,626,200,390,security-and-build,4,dependency,6,15,1,0,0,0,0,0,0,0,0,1,0,0,merge,dependencies,0.8426,failure
f4dac1cd,maria_backend,ci/cd-proyecto,add database module,push,9,262,99,361,334,175,101,none,0,none,2,3,0,0,0,0,0,1,0,0,0,0,0,0,add,database,0.4412,success
ee8b06d9,carlos_dev,hotfix/urgente,remove dashboard module,pull_request,21,630,239,869,528,270,171,telemetry-dispatch,1,timeout,3,16,0,1,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.5499,failure
8abbdd21,carlos_dev,feature/api,fix frontend module,push,6,42,241,283,308,84,145,none,0,none,1,9,0,0,1,0,0,0,0,1,0,0,0,0,fix,frontend,0.0300,success
7b9d823f,junior_juan,main,update auth module,push,2,456,351,807,646,236,327,quality-and-testing,1,timeout,5,15,0,0,0,1,0,0,0,0,1,0,0,0,update,auth,0.7810,failure
19ef0fd1,junior_juan,feature/api,remove tests module,push,8,543,56,599,362,234,62,none,0,none,6,18,1,0,1,0,0,0,0,0,0,0,0,0,remove,tests,0.2531,success
15882aef,maria_backend,ci/cd-proyecto,fix docker module,push,17,213,190,403,392,38,305,security-and-build,5,docker,1,7,0,0,0,0,1,0,0,0,0,0,0,0,fix,docker,0.6181,failure
0a345a0c,junior_juan,release/v1,add billing module,pull_request,4,475,132,607,588,221,292,none,0,none,2,8,0,0,0,0,0,0,0,0,0,0,0,0,add,billing,0.0738,success
41b954bc,maria_backend,feature/pagos,rollback environment module,push,14,326,168,494,175,28,141,quality-and-testing,4,runtime,3,15,0,0,1,0,0,0,0,0,0,0,1,0,rollback,environment,0.5533,failure
3a62cae3,maria_backend,release/v1,merge docker module,pull_request,17,19,247,266,459,164,279,none,0,none,3,1,0,0,0,0,1,0,0,0,0,0,0,0,merge,docker,0.4164,success
9b06dfc1,carlos_dev,release/v1,merge dependencies module,pull_request,9,335,345,680,547,225,251,security-and-build,5,dependency,7,2,1,0,0,0,0,0,0,0,0,1,0,0,merge,dependencies,0.8084,failure
aaa16e17,carlos_dev,main,fix migration module,push,8,131,215,346,368,204,151,quality-and-testing,1,database,6,12,1,0,0,1,0,0,0,0,0,0,0,1,fix,migration,0.8328,failure
40e058e2,junior_juan,feature/dashboard,refactor dependencies module,pull_request,13,299,55,354,440,210,225,none,0,none,5,16,0,0,1,0,0,0,0,0,0,1,0,0,refactor,dependencies,0.2414,success
034863d2,junior_juan,hotfix/urgente,remove dashboard module,pull_request,7,567,72,639,231,135,90,quality-and-testing,5,syntax,6,22,1,1,0,0,0,0,0,1,0,0,0,0,remove,dashboard,0.7170,failure
69d7be54,carlos_dev,hotfix/urgente,update database module,push,20,119,207,326,396,144,209,quality-and-testing,2,database,5,17,0,1,0,0,0,1,0,0,0,0,0,0,update,database,0.8308,failure
d86e6f65,maria_backend,release/v1,update billing module,push,15,200,341,541,393,207,124,none,0,none,5,15,0,0,0,0,0,0,0,0,0,0,0,0,update,billing,0.2605,success
517911c1,maria_backend,feature/api,rollback tests module,pull_request,4,247,238,485,324,64,243,none,0,none,7,8,1,0,1,0,0,0,0,0,0,0,0,0,rollback,tests,0.2167,success
2a958947,carlos_dev,main,remove migration module,pull_request,15,493,78,571,525,305,170,quality-and-testing,2,database,3,15,0,0,0,1,0,0,0,0,0,0,0,1,remove,migration,0.4738,failure
afa721a8,junior_juan,release/v1,refactor tests module,push,7,358,342,700,384,215,144,none,0,none,4,1,0,0,0,0,0,0,0,0,0,0,0,0,refactor,tests,0.3634,success
c7cdae85,junior_juan,feature/api,refactor login module,pull_request,5,403,312,715,617,271,259,quality-and-testing,5,timeout,2,3,0,0,1,0,0,0,0,0,1,0,0,0,refactor,login,0.5345,failure
29334482,anndrew492,feature/pagos,rollback auth module,push,13,173,160,333,237,50,160,quality-and-testing,4,syntax,6,19,1,0,1,0,0,0,0,0,1,0,0,0,rollback,auth,0.5891,failure
efd39202,anndrew492,ci/cd-proyecto,fix frontend module,push,12,246,326,572,693,337,314,none,0,none,7,13,1,0,0,0,0,0,0,1,0,0,0,0,fix,frontend,0.3729,success
062a0581,junior_juan,ci/cd-proyecto,rollback auth module,push,8,35,352,387,121,20,65,security-and-build,2,dependency,1,15,0,0,0,0,0,0,0,0,1,0,0,0,rollback,auth,0.4932,failure
45514359,junior_juan,feature/api,merge auth module,pull_request,12,614,145,759,385,154,211,quality-and-testing,1,database,5,1,0,0,1,0,0,0,0,0,1,0,0,0,merge,auth,0.5603,failure
7e1d027a,junior_juan,feature/dashboard,add billing module,pull_request,12,448,348,796,326,77,221,none,0,none,3,7,0,0,1,0,0,0,0,0,0,0,0,0,add,billing,0.1311,success
83ef1f71,carlos_dev,hotfix/urgente,refactor billing module,push,5,90,112,202,348,148,188,none,0,none,7,7,1,1,0,0,0,0,0,0,0,0,0,0,refactor,billing,0.2858,success
d904d249,anndrew492,ci/cd-proyecto,rollback migration module,push,4,497,64,561,497,246,197,quality-and-testing,2,database,2,21,0,0,0,0,0,0,0,0,0,0,0,1,rollback,migration,0.5460,failure
18ca5684,maria_backend,hotfix/urgente,update tests module,push,8,590,49,639,510,216,284,quality-and-testing,4,test,4,8,0,1,0,0,0,0,0,0,0,0,0,0,update,tests,0.6866,failure
905662a3,carlos_dev,hotfix/urgente,refactor security module,pull_request,11,590,148,738,384,187,179,security-and-build,4,security,5,13,0,1,0,0,0,0,0,0,0,0,0,0,refactor,security,0.5700,failure
17b85f3e,maria_backend,hotfix/urgente,remove tests module,push,9,419,354,773,343,135,166,quality-and-testing,2,test,7,8,1,1,0,0,0,0,0,0,0,0,0,0,remove,tests,0.6088,failure
48b4879e,maria_backend,feature/pagos,merge login module,push,12,456,312,768,669,325,264,security-and-build,2,timeout,7,20,1,0,1,0,0,0,0,0,1,0,0,0,merge,login,0.7342,failure
68d5fc6f,junior_juan,release/v1,update dashboard module,pull_request,7,296,16,312,248,108,85,none,0,none,4,13,0,0,0,0,0,0,0,1,0,0,0,0,update,dashboard,0.0565,success
2eb5501d,carlos_dev,ci/cd-proyecto,merge tests module,pull_request,12,125,63,188,256,51,130,none,0,none,3,20,0,0,0,0,0,0,0,0,0,0,0,0,merge,tests,0.0300,success
93cb47ab,anndrew492,main,refactor api module,pull_request,16,349,61,410,211,93,103,none,0,none,3,3,0,0,0,1,0,0,1,0,0,0,0,0,refactor,api,0.3713,success
662fd9b6,maria_backend,main,remove dependencies module,pull_request,12,351,142,493,406,94,231,security-and-build,3,dependency,2,1,0,0,0,1,0,0,0,0,0,1,0,0,remove,dependencies,0.5045,failure
e8b93a3a,maria_backend,release/v1,merge migration module,pull_request,9,541,26,567,308,147,123,quality-and-testing,3,database,7,3,1,0,0,0,0,0,0,0,0,0,0,1,merge,migration,0.4916,failure
d484f2b4,carlos_dev,main,update database module,pull_request,6,641,345,986,545,356,107,quality-and-testing,3,database,3,9,0,0,0,1,0,1,0,0,0,0,0,0,update,database,0.6953,failure
ad81a923,anndrew492,main,update database module,pull_request,24,406,31,437,363,165,140,quality-and-testing,5,database,6,1,1,0,0,1,0,1,0,0,0,0,0,0,update,database,0.5300,failure
42373476,maria_backend,feature/pagos,remove database module,pull_request,9,364,195,559,471,262,155,none,0,none,7,13,1,0,1,0,0,1,0,0,0,0,0,0,remove,database,0.3406,success
5c5ac767,anndrew492,main,refactor security module,push,10,224,352,576,291,71,161,none,0,none,1,4,0,0,0,1,0,0,0,0,0,0,0,0,refactor,security,0.4182,success
225b1678,junior_juan,release/v1,fix api module,push,11,527,345,872,473,274,123,security-and-build,3,docker,1,18,0,0,0,0,0,0,1,0,0,0,0,0,fix,api,0.6306,failure
30678e9c,junior_juan,release/v1,fix auth module,pull_request,13,44,177,221,333,117,177,none,0,none,4,8,0,0,0,0,0,0,0,0,1,0,0,0,fix,auth,0.2044,success
bf19575a,maria_backend,release/v1,remove auth module,pull_request,9,587,306,893,361,245,66,quality-and-testing,5,runtime,6,18,1,0,0,0,0,0,0,0,1,0,0,0,remove,auth,0.6384,failure
03cac719,anndrew492,release/v1,remove login module,pull_request,4,488,275,763,526,194,305,security-and-build,1,timeout,5,1,0,0,0,0,0,0,0,0,1,0,0,0,remove,login,0.5405,failure
6f63c3a7,maria_backend,hotfix/urgente,merge database module,pull_request,6,560,257,817,534,257,265,quality-and-testing,2,database,3,2,0,1,0,0,0,1,0,0,0,0,0,0,merge,database,0.7472,failure
6647a215,carlos_dev,hotfix/urgente,merge frontend module,push,12,108,1,109,429,101,242,none,0,none,5,8,0,1,0,0,0,0,0,1,0,0,0,0,merge,frontend,0.3896,success
23de0255,carlos_dev,feature/dashboard,add dashboard module,push,13,423,301,724,327,141,136,none,0,none,6,9,1,0,1,0,0,0,0,1,0,0,0,0,add,dashboard,0.3867,success
5a98a252,carlos_dev,feature/api,refactor database module,push,6,60,214,274,547,255,259,none,0,none,5,10,0,0,1,0,0,1,0,0,0,0,0,0,refactor,database,0.2445,success
297c70a5,anndrew492,hotfix/urgente,rollback dependencies module,push,25,552,127,679,543,252,238,security-and-build,3,dependency,5,10,0,1,0,0,0,0,0,0,0,1,0,0,rollback,dependencies,0.9200,failure
4a5c7c73,anndrew492,ci/cd-proyecto,rollback auth module,push,1,128,319,447,396,64,260,security-and-build,1,security,7,23,1,0,0,0,0,0,0,0,1,0,0,0,rollback,auth,0.7629,failure
94a9dfef,anndrew492,release/v1,fix environment module,pull_request,7,449,314,763,566,306,209,telemetry-dispatch,1,timeout,2,17,0,0,0,0,0,0,0,0,0,0,1,0,fix,environment,0.5950,failure
d7f6b212,anndrew492,ci/cd-proyecto,remove frontend module,push,15,574,266,840,538,248,206,none,0,none,2,8,0,0,0,0,0,0,0,1,0,0,0,0,remove,frontend,0.3807,success
8d2c1f9c,maria_backend,feature/pagos,fix frontend module,push,4,171,281,452,317,171,118,none,0,none,1,14,0,0,1,0,0,0,0,1,0,0,0,0,fix,frontend,0.2035,success
4b06de23,junior_juan,hotfix/urgente,update frontend module,push,22,338,240,578,450,178,189,quality-and-testing,3,syntax,2,0,0,1,0,0,0,0,0,1,0,0,0,0,update,frontend,0.5729,failure
edd59a57,maria_backend,main,refactor api module,push,17,336,292,628,408,245,149,quality-and-testing,4,runtime,5,23,0,0,0,1,0,0,1,0,0,0,0,0,refactor,api,0.9200,failure
41c64bce,anndrew492,main,update tests module,push,12,648,68,716,430,265,108,none,0,none,3,10,0,0,0,1,0,0,0,0,0,0,0,0,update,tests,0.3805,success
dfc00ae7,junior_juan,release/v1,update api module,push,9,571,143,714,278,95,165,security-and-build,5,docker,1,11,0,0,0,0,0,0,1,0,0,0,0,0,update,api,0.6218,failure
